"Method" "Inst" "Est_value" "SE" "Lower_CI" "Higher_CI" "Pval" "Fstat" "Smoking_var"
"Method_1" "G" 0.0212769003732258 0.0617160378628303 -0.0996865338379215 0.142240334584373 0.730278715390467 0.118855873050713 "b663_yn"
"Method_1" "G2" 1.45713018763234 0.158949541658309 1.14558908598206 1.76867128928263 4.85239431398881e-20 84.0384727776481 "b663_yn"
"Method_2" "G" NA NA NA NA NA NA "b663_yn"
"Method_2" "G2" 1.45607691056353 0.158924414379475 1.14458505837976 1.7675687627473 5.09103028798403e-20 83.9435614262143 "b663_yn"
